000000.000|    9744.0000kb|   9744.0000kb added| ALWAYS| Logging started at 2014-09-19T20:54:26.376
000000.002|    9760.0000kb|     16.0000kb added| ALWAYS| Loading RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.003|   10160.0000kb|    400.0000kb added|   OKAY| Riot::RADS::Reader::RadsExportsMain::Initialize: RADS library initializing with specified working directory "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.1.55\deploy".
000000.003|   10180.0000kb|     20.0000kb added|   OKAY| Riot::RADS::Reader::RuntimeEnvironment::Create: Creating RADS runtime environment: RADS root directory = "C:/Riot Games/League of Legends/RADS"
000000.004|   10204.0000kb|     24.0000kb added|   OKAY| Riot::RADS::Reader::SolutionManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.55/solutionmanifest")
000000.004|   10244.0000kb|     40.0000kb added|   OKAY| Riot::RADS::Reader::ConfigurationManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.55/configurationmanifest")
000000.004|   10252.0000kb|      8.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::LoadInternal: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_us/releases/0.0.0.238/releasemanifest")
000000.122|   10752.0000kb|    500.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::LoadInternal: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client/releases/0.0.0.250/releasemanifest")
000000.466|   18308.0000kb|   7556.0000kb added| ALWAYS| Loaded RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.490|   45012.0000kb|  26704.0000kb added|   OKAY| Unable to process data overlay file ./ToolsConfig.xml, defaulting to overlay now
000000.490|   45012.0000kb|      0.0000kb added| ALWAYS| Data overlay start folder initialized to DATA, Content/Src
000000.490|   45480.0000kb|    468.0000kb added| ALWAYS| Global logging level set to   WARN
000000.491|   45596.0000kb|    116.0000kb added| ALWAYS| Build Version: Version 4.16.0.253 (Sep 12 2014/15:17:27) [PUBLIC] <Releases/4.16> ChangeList: 713061
000000.624|   49268.0000kb|   3672.0000kb added| ALWAYS| Performing WSAStartup
000000.631|   50416.0000kb|   1148.0000kb added| ALWAYS| Started System Init
000000.632|   50428.0000kb|     12.0000kb added| ALWAYS| Maestro Init
000000.632|   50476.0000kb|     48.0000kb added| ALWAYS| Started ReplayDownloadManager thread.
000000.632|   50476.0000kb|      0.0000kb added| ALWAYS| ==== Fetch MetaData Phase ====
000000.632|   50508.0000kb|     32.0000kb added| ALWAYS| ---- Waiting to fetch 5000
000000.639|   50944.0000kb|    436.0000kb added| ALWAYS| Maestro completed init
000000.639|   50964.0000kb|     20.0000kb added| ALWAYS| zip manifest, 'ClientZips.txt', not found (expected).
000000.639|   51012.0000kb|     48.0000kb added| ALWAYS| Replay mode
000000.669|   52132.0000kb|   1120.0000kb added| ALWAYS| StartSession called
000000.669|   52136.0000kb|      4.0000kb added| ALWAYS| Started Init event arguments
000000.670|   52272.0000kb|    136.0000kb added| ALWAYS| Waiting until connection...
000000.797|   60556.0000kb|   8284.0000kb added| ALWAYS| InitRenderer() enter
000000.798|   60724.0000kb|    168.0000kb added| ALWAYS| r3dRenderLayer::Init(0x0061061a) enter
000000.826|   74892.0000kb|  14168.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000000.972|   84260.0000kb|   9368.0000kb added| ALWAYS| Loaded locale en_US via fontconfig
000000.976|   80560.0000kb|  -3700.0000kb added| ALWAYS| IME file, 'C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.55/deploy/Data/Menu/IMEConfig.xml', is optional. The following error is expected.
000000.977|   80652.0000kb|     92.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.55/deploy/Data/Menu/IMEConfig.xml" because it's not in the manifest.
000000.977|   80652.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.55/deploy/Data/Menu/IMEConfig.xml
000000.981|   80852.0000kb|    200.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.110/deploy/preferences/
000000.983|   80980.0000kb|    128.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1366, YRes = 768, BPP = 32,  Flags=4) enter
000000.983|   80980.0000kb|      0.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000001.107|   91220.0000kb|  10240.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Initialize shaders for current rendering path
000001.321|   94432.0000kb|   3212.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000001.659|   95976.0000kb|   1544.0000kb added| ALWAYS| r3dRenderLayer::SetMode exit successfully
000001.659|   96048.0000kb|     72.0000kb added| ALWAYS| In Riot::Win::Resize: Resizing the window and retrieving monitor info
000001.659|   96048.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: Initial VideoMode(6bf478) and resolution (1366 x 768) 
000001.659|   96048.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: VideoMode(6bf478) and resolution (683 x 384) 
000001.663|   96656.0000kb|    608.0000kb added| ALWAYS| In Riot::Win::Resize: Resized window to resolution 1366x768
000001.711|   99808.0000kb|   3152.0000kb added| ALWAYS| Sleeping
000001.727|   99816.0000kb|      8.0000kb added| ALWAYS| OS Version String: 7 Service Pack 1 Home Premium, x64
000001.727|   99816.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.727|   99816.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 2321
000001.727|   99816.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 9.18.13.4052
000001.727|   99816.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.727|   99828.0000kb|     12.0000kb added| ALWAYS| {"messageType":"hardware_information","message_body":"Hardware Info","operating_system":"7 Service Pack 1 Home Premium, x64","cpu":"GenuineIntel","cpu_processor":"Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz","cpu_identifier":"Intel64 Family 6 Model 58 Stepping 9","cpu_topology":4,"gpu":"NVIDIA GeForce GTX 660M","video_memory":"2147483648","driver_version":"9.18.13.4052","physical_memory":8589934592}
000001.727|   99828.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION START-----
000001.727|   99828.0000kb|      0.0000kb added| ALWAYS| Operating System: 7 Service Pack 1 Home Premium, x64
000001.727|   99828.0000kb|      0.0000kb added| ALWAYS| GPU Manufacturer: NVIDIA GeForce GTX 660M
000001.727|   99828.0000kb|      0.0000kb added| ALWAYS| GPU Memory: 2147483648
000001.727|   99828.0000kb|      0.0000kb added| ALWAYS| GPU Driver Version: 9.18.13.4052
000001.727|   99828.0000kb|      0.0000kb added| ALWAYS| CPU Brand: GenuineIntel
000001.728|   99828.0000kb|      0.0000kb added| ALWAYS| CPU Processor Name: Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
000001.728|   99828.0000kb|      0.0000kb added| ALWAYS| CPU Identifier: Intel64 Family 6 Model 58 Stepping 9
000001.728|   99828.0000kb|      0.0000kb added| ALWAYS| CPU Speed: 2294
000001.728|   99828.0000kb|      0.0000kb added| ALWAYS| CPU Topology: 4 Core
000001.728|   99828.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.728|   99828.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION END-----
000001.811|   99792.0000kb|    -36.0000kb added| ALWAYS| Start processing App Update
000001.811|   99796.0000kb|      4.0000kb added| ALWAYS| End processing App Update
000001.811|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000001.911|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000001.911|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000001.911|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.011|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.011|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.011|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.111|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.111|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.111|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.211|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.211|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.211|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.311|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.311|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.311|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.411|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.411|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.411|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.511|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.511|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.511|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.611|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.611|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.611|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.711|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.711|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.711|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.812|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.812|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.812|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000002.912|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000002.912|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000002.912|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.012|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.012|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.012|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.112|   99796.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.112|   99796.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.112|   99796.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.212|  101660.0000kb|   1864.0000kb added| ALWAYS| Start processing App Update
000003.212|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.212|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.312|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.312|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.312|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.412|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.412|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.412|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.512|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.512|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.512|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.612|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.612|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.612|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.712|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.712|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.712|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.812|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.812|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.812|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.912|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.912|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.912|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.012|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.012|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.012|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.112|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.112|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.112|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.212|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.212|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.212|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.312|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.312|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.312|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.412|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.412|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.412|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.512|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.512|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.512|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.612|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.612|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.612|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.712|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.712|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.712|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.812|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.812|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.812|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.912|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.912|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.912|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.012|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000005.012|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.012|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.112|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000005.112|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.112|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.212|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000005.212|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.212|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.312|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000005.312|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.312|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.412|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000005.412|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.412|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.512|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000005.512|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.512|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.612|  101660.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000005.612|  101660.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.612|  101660.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.712|  101668.0000kb|      8.0000kb added| ALWAYS| Start processing App Update
000005.712|  101668.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.712|  101668.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.731|  101668.0000kb|      0.0000kb added| ALWAYS| Spectator server version retrieved: 1.82.55
000005.812|  101676.0000kb|      8.0000kb added| ALWAYS| Start processing App Update
000005.812|  101676.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.812|  101676.0000kb|      0.0000kb added| ALWAYS| Sleeping
000005.839|  101700.0000kb|     24.0000kb added| ALWAYS| Replay metadata retrieved.
000005.839|  101700.0000kb|      0.0000kb added| ALWAYS| ==== Fetch Startup Chunk Phase ====
000005.912|  101700.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000005.912|  101700.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000005.912|  101700.0000kb|      0.0000kb added| ALWAYS| Replay ready.
000005.913|  101572.0000kb|   -128.0000kb added| ALWAYS| Set focus to app
000005.913|  101572.0000kb|      0.0000kb added| ALWAYS| Input started
000005.917|  101616.0000kb|     44.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell4, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell3, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell1, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell4, [r]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell3, [e]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell1, [q]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.917|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell4, [r]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell3, [e]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell1, [q]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell4, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell3, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell1, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell4, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell3, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell1, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell4, [r]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell3, [e]] in C:/Riot Games/League of Legends/Config/Input.ini
000005.918|  101616.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
