000000.000|   10300.0000kb|  10300.0000kb added| ALWAYS| Logging started at 2014-03-15T14:00:55.623
000000.001|   10320.0000kb|     20.0000kb added| ALWAYS| Loading RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.038|   10504.0000kb|    184.0000kb added|   OKAY| Riot::RADS::Reader::RadsExportsMain::Initialize: RADS library initializing with specified working directory "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.1.13\deploy".
000000.038|   10536.0000kb|     32.0000kb added|   OKAY| Riot::RADS::Reader::RuntimeEnvironment::Create: Creating RADS runtime environment: RADS root directory = "C:/Riot Games/League of Legends/RADS"
000000.038|   10564.0000kb|     28.0000kb added|   OKAY| Riot::RADS::Reader::SolutionManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.13/solutionmanifest")
000000.040|   10608.0000kb|     44.0000kb added|   OKAY| Riot::RADS::Reader::ConfigurationManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.13/configurationmanifest")
000000.040|   10612.0000kb|      4.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_us/releases/0.0.0.191/releasemanifest")
000000.042|   10692.0000kb|     80.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client/releases/0.0.0.203/releasemanifest")
000000.652|   16464.0000kb|   5772.0000kb added| ALWAYS| Loaded RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.655|   17004.0000kb|    540.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.75/deploy/preferences/
000000.675|   44400.0000kb|  27396.0000kb added|   OKAY| Unable to process data overlay file ./ToolsConfig.xml, defaulting to overlay now
000000.675|   44400.0000kb|      0.0000kb added| ALWAYS| Data overlay start folder set to DATA, Content/Src
000000.675|   44496.0000kb|     96.0000kb added| ALWAYS| Global logging level set to   WARN
000000.675|   44616.0000kb|    120.0000kb added| ALWAYS| Build Version: Version 4.3.0.495 (Feb 28 2014/20:31:39) [PUBLIC] <Releases/4.3> ChangeList: 504485
000000.705|   46088.0000kb|   1472.0000kb added| ALWAYS| Started System Init
000000.710|   46848.0000kb|    760.0000kb added| ALWAYS| Maestro Init
000000.719|   47592.0000kb|    744.0000kb added| ALWAYS| Maestro completed init
000000.719|   47612.0000kb|     20.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "ClientZips.txt" because it's not in the manifest.
000000.719|   47636.0000kb|     24.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.728|   49752.0000kb|   2116.0000kb added| ALWAYS| StartSession called
000000.728|   49752.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000000.729|   49932.0000kb|    180.0000kb added| ALWAYS| Waiting until connection...
000001.846|   57308.0000kb|   7376.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.846|   57308.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz, Intel64 Family 6 Model 58 Stepping 9, 2294 (0 core)
000001.847|   57308.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 2320
000001.847|   57308.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 660M 2147483648 9.18.13.2762
000001.847|   57308.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.847|   57316.0000kb|      8.0000kb added| ALWAYS| {"messageType":"hardware_information","message_body":"Hardware Info","operating_system":"Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit","cpu":"GenuineIntel","cpu_processor":"Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz","cpu_identifier":"Intel64 Family 6 Model 58 Stepping 9","cpu_topology":4,"gpu":"NVIDIA GeForce GTX 660M","video_memory":"2147483648","driver_version":"9.18.13.2762","physical_memory":8589934592}
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION START-----
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| Operating System: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| GPU Manufacturer: NVIDIA GeForce GTX 660M
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| GPU Memory: 2147483648
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| GPU Driver Version: 9.18.13.2762
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| CPU Brand: GenuineIntel
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| CPU Processor Name: Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| CPU Identifier: Intel64 Family 6 Model 58 Stepping 9
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| CPU Speed: 2294
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| CPU Topology: 4 Core
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.847|   57316.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION END-----
000002.047|   58380.0000kb|   1064.0000kb added| ALWAYS| InitRenderer() enter
000002.047|   58580.0000kb|    200.0000kb added| ALWAYS| r3dRenderLayer::Init(0x00ce02c0) enter
000002.057|   62084.0000kb|   3504.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000002.618|   71856.0000kb|   9772.0000kb added| ALWAYS| Loaded locale en_US via fontconfig
000002.622|   68588.0000kb|  -3268.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.13/deploy/Data/Menu/IMEConfig.xml" because it's not in the manifest.
000002.623|   68588.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.13/deploy/Data/Menu/IMEConfig.xml
000002.630|   69036.0000kb|    448.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1366, YRes = 768, BPP = 32,  Flags=4) enter
000002.630|   69036.0000kb|      0.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000002.760|   83740.0000kb|  14704.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Initialize shaders for current rendering path
000002.975|   87588.0000kb|   3848.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000003.268|   88872.0000kb|   1284.0000kb added| ALWAYS| r3dRenderLayer::SetMode exit successfully
000004.001|   89864.0000kb|    992.0000kb added| ALWAYS| In Riot::Win::Resize: Resizing the window and retrieving monitor info
000004.001|   89864.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: Initial VideoMode(5b03b78) and resolution (1366 x 768) 
000004.001|   89864.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: VideoMode(5b03b78) and resolution (683 x 384) 
000004.002|   89876.0000kb|     12.0000kb added| ALWAYS| In Riot::Win::Resize: Resized window to resolution 1366x768
000004.042|   93204.0000kb|   3328.0000kb added| ALWAYS| Sleeping
000004.142|   93204.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.142|   93216.0000kb|     12.0000kb added| ALWAYS| End processing App Update
000004.142|   93216.0000kb|      0.0000kb added| ALWAYS| Sleeping
000004.242|   93216.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000004.242|   93216.0000kb|      0.0000kb added| ALWAYS| {"messageType":"riot__game_client__connection_info","message_body":"Hard Connect"}
000004.242|   93232.0000kb|     16.0000kb added| ALWAYS| Receiving PKT_World_SendGameNumber, GameID: 000000004e14563f, PlatformID: NA1
000004.242|   93232.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000004.242|   93232.0000kb|      0.0000kb added| ALWAYS| Received client ID
000004.242|   93104.0000kb|   -128.0000kb added| ALWAYS| Set focus to app
000004.243|   93104.0000kb|      0.0000kb added| ALWAYS| Input started
000004.253|   93060.0000kb|    -44.0000kb added|   WARN| Duplicate key/value pair ([evtToggleQC, [z]] in DATA/CFG/defaults/Input.ini
000004.254|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell4, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell3, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell2, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell1, [<Unbound>]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell4, [r]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell3, [e]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell2, [w]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtCastSpell1, [q]] in C:/Riot Games/League of Legends/Config/Input.ini
000004.255|   93060.0000kb|      0.0000kb added|   WARN| Duplicate key/value pair ([evtSmartCastSpell4, [r]] in C:/Riot Games/League of Legends/Config/Input.ini
