--- Log started at Fri Feb 08 08:04:12 2013

000000.036|  228820.0000kb| 228820.0000kb added| ALWAYS| Global Log Level set to WARN
000000.036|  228824.0000kb|      4.0000kb added| ALWAYS| Build Version: Version 3.01.0.1 (Feb  6 2013/13:40:47) [PUBLIC] <__MAIN__>
000000.232|  231060.0000kb|   2236.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.233|  231064.0000kb|      4.0000kb added| ALWAYS| 
000000.233|  231064.0000kb|      0.0000kb added|  ERROR| Command line does not have correct number of parameters <0>
000000.233|  231064.0000kb|      0.0000kb added| ALWAYS| game::Shutdown
000000.233|  231064.0000kb|      0.0000kb added| ALWAYS| ClientFacade::Stop
000000.233|  231064.0000kb|      0.0000kb added| ALWAYS| Pre ::R3D::Perf::DinitPerfLists
000000.233|  231064.0000kb|      0.0000kb added| ALWAYS| Post ::R3D::Perf::DinitPerfLists
000000.233|  231064.0000kb|      0.0000kb added| ALWAYS| Exiting WinMain
